record_order	clean_id	record_id	dataset	label	sequence_sha256	strict40_independent	strict25_independent	final_v3_calibrated_probability	final_v3_threshold	final_v3_prediction
18	seq_c8e36b4a87984ae84e5ed7e8d48344f112f470344007aa4b0e7c7019785a64d2	HCNEW0019	haloclass_newtest1402	0	c8e36b4a87984ae84e5ed7e8d48344f112f470344007aa4b0e7c7019785a64d2	True	True	0.9993832105987057	0.47000000000000003	1
19	seq_c9cde34f2fe143ee6689ac6ab5ca4d79269b153757ad1533106a5e63677f45d4	HCNEW0020	haloclass_newtest1402	0	c9cde34f2fe143ee6689ac6ab5ca4d79269b153757ad1533106a5e63677f45d4	True	True	0.9912419205706732	0.47000000000000003	1
20	seq_36af7b0ac5462ac0fbab4c161014b4d809fa66b88329f3d72b933bb3a7003b43	HCNEW0021	haloclass_newtest1402	0	36af7b0ac5462ac0fbab4c161014b4d809fa66b88329f3d72b933bb3a7003b43	True	True	0.05349042323969356	0.47000000000000003	0
21	seq_7da4f77ea2ac2caee5affdc91e40995998a9a80776531c974cf36ecb67265db3	HCNEW0022	haloclass_newtest1402	0	7da4f77ea2ac2caee5affdc91e40995998a9a80776531c974cf36ecb67265db3	True	True	0.016048624988297653	0.47000000000000003	0
22	seq_674e6d6f876fb97eeb57d84b64db940b31044ec78a41ad6cb4f28fc80701c705	HCNEW0023	haloclass_newtest1402	0	674e6d6f876fb97eeb57d84b64db940b31044ec78a41ad6cb4f28fc80701c705	True	True	0.0062268938125979	0.47000000000000003	0
23	seq_720c211ee0cbd1beef11e02707607b6d960f6508037dc348373685c82d5ed362	HCNEW0024	haloclass_newtest1402	1	720c211ee0cbd1beef11e02707607b6d960f6508037dc348373685c82d5ed362	True	True	0.9999710248420611	0.47000000000000003	1
24	seq_5e8cc6c047413a26c6088165f8478f7a00cf4dfbdacebb34b66ad774900ff6dd	HCNEW0025	haloclass_newtest1402	1	5e8cc6c047413a26c6088165f8478f7a00cf4dfbdacebb34b66ad774900ff6dd	True	True	0.43164014141880963	0.47000000000000003	0
25	seq_79fbda06bcc8ef8d8f7ae05760bbc6ccb3f0db201c99f93b6be73682b0cf8bb0	HCNEW0026	haloclass_newtest1402	1	79fbda06bcc8ef8d8f7ae05760bbc6ccb3f0db201c99f93b6be73682b0cf8bb0	True	True	0.9945908401154544	0.47000000000000003	1
26	seq_bc0c8f006b6d0c0ffa73eff27e838a4b34f9307061cdcd5a05453bc4c76d77b3	HCNEW0027	haloclass_newtest1402	0	bc0c8f006b6d0c0ffa73eff27e838a4b34f9307061cdcd5a05453bc4c76d77b3	True	True	0.2607630738487111	0.47000000000000003	0
27	seq_13638e5c1f98d19ad103c79ad442eeccde8c182cf0befef18276d6c8423d26d8	HCNEW0028	haloclass_newtest1402	0	13638e5c1f98d19ad103c79ad442eeccde8c182cf0befef18276d6c8423d26d8	True	True	0.1028503955630468	0.47000000000000003	0
28	seq_c1777e6227d76319c19d0100236c07f5f45a2f60f4168899512fb5a3ad4e0c43	HCNEW0029	haloclass_newtest1402	0	c1777e6227d76319c19d0100236c07f5f45a2f60f4168899512fb5a3ad4e0c43	True	True	0.9999973344634839	0.47000000000000003	1
29	seq_b0cc556b9f1bba0ffc715a3dca8fdd632c33d94e0728e6a20fcdcc4de15b4b26	HCNEW0030	haloclass_newtest1402	0	b0cc556b9f1bba0ffc715a3dca8fdd632c33d94e0728e6a20fcdcc4de15b4b26	True	True	0.9348737577840297	0.47000000000000003	1
30	seq_fc3f5bcc60ec55fd6cfcd255816328de53d37e4058cb6855fcdccd13575cd496	HCNEW0031	haloclass_newtest1402	0	fc3f5bcc60ec55fd6cfcd255816328de53d37e4058cb6855fcdccd13575cd496	True	True	0.00519918136485848	0.47000000000000003	0
31	seq_d17c2b8dd5017d35132db24d2fa4df30d3ab4cc35f058edf9cbbcc2816b95c1d	HCNEW0032	haloclass_newtest1402	0	d17c2b8dd5017d35132db24d2fa4df30d3ab4cc35f058edf9cbbcc2816b95c1d	True	True	0.10915205510513667	0.47000000000000003	0
32	seq_aa8eb21a55b9dd1e3cc3b43829266a996b38a8a8883d7900014e91fd6c841264	HCNEW0033	haloclass_newtest1402	1	aa8eb21a55b9dd1e3cc3b43829266a996b38a8a8883d7900014e91fd6c841264	True	True	0.999274476180383	0.47000000000000003	1
33	seq_3cbf8583c8f4d6005109de4cf4ce1bd9a3c9686da71018de3fe074934fa8339b	HCNEW0034	haloclass_newtest1402	0	3cbf8583c8f4d6005109de4cf4ce1bd9a3c9686da71018de3fe074934fa8339b	True	True	0.8866456024020232	0.47000000000000003	1
34	seq_af239d57f7f19f7efb03946831d39714ff5a784fd7bb78a5dd6e012e1e217523	HCNEW0035	haloclass_newtest1402	1	af239d57f7f19f7efb03946831d39714ff5a784fd7bb78a5dd6e012e1e217523	True	True	0.9995688884534657	0.47000000000000003	1
35	seq_2eec0ecbcf047c31bdba1824d21bbcc11c7aee17d35f30b99e61d6dcc96c06e5	HCNEW0036	haloclass_newtest1402	0	2eec0ecbcf047c31bdba1824d21bbcc11c7aee17d35f30b99e61d6dcc96c06e5	True	True	0.4688876234807571	0.47000000000000003	0
36	seq_82876365b65f3248eb69176c79056f2601c5cf24a1841b171ee81b2d0de2ed90	HCNEW0037	haloclass_newtest1402	1	82876365b65f3248eb69176c79056f2601c5cf24a1841b171ee81b2d0de2ed90	True	True	0.9978956818017741	0.47000000000000003	1
37	seq_ae1ff32971e16309bec7f0dac9e47ae808fd165352ea75ad8d34b94cb9d4a5ce	HCNEW0038	haloclass_newtest1402	1	ae1ff32971e16309bec7f0dac9e47ae808fd165352ea75ad8d34b94cb9d4a5ce	True	True	0.999580303240678	0.47000000000000003	1
38	seq_6ca27ba5cfbe8d3ec59f00ffd4dfdbf80797a47c809256637437139b632401ed	HCNEW0039	haloclass_newtest1402	0	6ca27ba5cfbe8d3ec59f00ffd4dfdbf80797a47c809256637437139b632401ed	True	True	0.9611552566706003	0.47000000000000003	1
39	seq_5e33e1515df57dd5fc86b1c402b12ff848a6166716882bf2678f69314898a982	HCNEW0040	haloclass_newtest1402	0	5e33e1515df57dd5fc86b1c402b12ff848a6166716882bf2678f69314898a982	True	True	0.40052598521988664	0.47000000000000003	0
40	seq_3ebf83aa53365e07cfaa0a2ca660be5a9a1bb91856fc76b6d831b711c5f899ba	HCNEW0041	haloclass_newtest1402	0	3ebf83aa53365e07cfaa0a2ca660be5a9a1bb91856fc76b6d831b711c5f899ba	True	True	0.9512251226743046	0.47000000000000003	1
41	seq_2d0c473b12b4fcff1e6496302a0e7763a838415484c16b7a61130a1798995993	HCNEW0042	haloclass_newtest1402	1	2d0c473b12b4fcff1e6496302a0e7763a838415484c16b7a61130a1798995993	True	True	0.9999910412363434	0.47000000000000003	1
42	seq_0f2495c33f86762707bc04d0f4f95e74e6d397472d25cc326a05b7a90a03b3be	HCNEW0043	haloclass_newtest1402	0	0f2495c33f86762707bc04d0f4f95e74e6d397472d25cc326a05b7a90a03b3be	True	True	0.9484984459561161	0.47000000000000003	1
43	seq_0ade13af51cab6942c988aee4a76fe93e40e2a1f4279075b85f5a1407acd20c6	HCNEW0044	haloclass_newtest1402	0	0ade13af51cab6942c988aee4a76fe93e40e2a1f4279075b85f5a1407acd20c6	True	True	0.9488876713075977	0.47000000000000003	1
44	seq_3f5c8e49a3aba54a757a872dedcc17f116c737ea997025e5c70e3adaf749bc35	HCNEW0045	haloclass_newtest1402	0	3f5c8e49a3aba54a757a872dedcc17f116c737ea997025e5c70e3adaf749bc35	True	True	0.00358569907778683	0.47000000000000003	0
45	seq_af5e463ce6cfaaaf9434085749762ef417fc5606d29cf884caeb7f621b57cd5c	HCNEW0046	haloclass_newtest1402	0	af5e463ce6cfaaaf9434085749762ef417fc5606d29cf884caeb7f621b57cd5c	True	True	0.6008271092404269	0.47000000000000003	1
46	seq_f1eb6a50d114eba63dec7ba248706eef22fe536a6768c2a8e4125364031bdfcb	HCNEW0047	haloclass_newtest1402	0	f1eb6a50d114eba63dec7ba248706eef22fe536a6768c2a8e4125364031bdfcb	True	True	0.032070545622748206	0.47000000000000003	0
47	seq_bda3fd0f36a46ae0b0e6a0783430a191fa978192019b68ab027b1da22f488923	HCNEW0048	haloclass_newtest1402	1	bda3fd0f36a46ae0b0e6a0783430a191fa978192019b68ab027b1da22f488923	True	True	0.9207617389403966	0.47000000000000003	1
48	seq_0ece004951f7a2c6b4ef338440b16cd2011c221576d49f264658e4b7d70fa8c1	HCNEW0049	haloclass_newtest1402	1	0ece004951f7a2c6b4ef338440b16cd2011c221576d49f264658e4b7d70fa8c1	True	True	0.0427011238015072	0.47000000000000003	0
49	seq_8a7a0576b47db4c49339df4512d6ab467c8a5a531805b5ae4fe89515a1212c05	HCNEW0050	haloclass_newtest1402	0	8a7a0576b47db4c49339df4512d6ab467c8a5a531805b5ae4fe89515a1212c05	True	True	0.1366699151484648	0.47000000000000003	0
50	seq_908cbea0703fff5e9340886c474a78ddd07f2cb5dc074531f16565ce53810ab7	HCNEW0051	haloclass_newtest1402	0	908cbea0703fff5e9340886c474a78ddd07f2cb5dc074531f16565ce53810ab7	True	True	0.9900248375087125	0.47000000000000003	1
51	seq_5299cb45b457ebde87a42c1fa45b200e5643b8e795607493cd0ab2f7a210aea1	HCNEW0052	haloclass_newtest1402	1	5299cb45b457ebde87a42c1fa45b200e5643b8e795607493cd0ab2f7a210aea1	True	False	0.9998097251177349	0.47000000000000003	1
52	seq_9a5cec593f17beeccb9b8bb5207efdf54be4b2285110f76c0e1368f5dd98407b	HCNEW0053	haloclass_newtest1402	1	9a5cec593f17beeccb9b8bb5207efdf54be4b2285110f76c0e1368f5dd98407b	True	True	0.1746514339079908	0.47000000000000003	0
53	seq_9dc75282f2ed31a356f5b95c17c4b1e70a8861e372b98f95e5f131dfa617c831	HCNEW0054	haloclass_newtest1402	0	9dc75282f2ed31a356f5b95c17c4b1e70a8861e372b98f95e5f131dfa617c831	True	True	0.432204607746609	0.47000000000000003	0
54	seq_ec23eda49fdb1f3802308243cfbdccb9baed76d6105f7528df11f25c3b6e1371	HCNEW0055	haloclass_newtest1402	0	ec23eda49fdb1f3802308243cfbdccb9baed76d6105f7528df11f25c3b6e1371	True	True	0.601959789357472	0.47000000000000003	1
55	seq_fd9278e7c3e7b8d36e7dcec08003c128313b4d26752a04e8c57dea4743520dea	HCNEW0056	haloclass_newtest1402	0	fd9278e7c3e7b8d36e7dcec08003c128313b4d26752a04e8c57dea4743520dea	True	True	0.02936738764897044	0.47000000000000003	0
56	seq_dd0dc20cb7aaea76c56b03ac8c6c73369c9f82eb618806d6122b41d9bc095f26	HCNEW0057	haloclass_newtest1402	0	dd0dc20cb7aaea76c56b03ac8c6c73369c9f82eb618806d6122b41d9bc095f26	True	True	0.597189442435749	0.47000000000000003	1
57	seq_b40d3376cb380efc96237eb9996363163a361783e0e2e67c2eeef141230f2aea	HCNEW0058	haloclass_newtest1402	0	b40d3376cb380efc96237eb9996363163a361783e0e2e67c2eeef141230f2aea	True	True	0.8990370611340357	0.47000000000000003	1
58	seq_33a6dff7ce97e9df9e9f65ae96102602d8d3e68ec6e780c4995b0dffdc4b90b7	HCNEW0059	haloclass_newtest1402	0	33a6dff7ce97e9df9e9f65ae96102602d8d3e68ec6e780c4995b0dffdc4b90b7	True	True	0.09272985654863784	0.47000000000000003	0
59	seq_82e1ac3319ad0ae34210f1c6624038fb799fd8d22d57a9f4d1eb0c4205b38152	HCNEW0060	haloclass_newtest1402	0	82e1ac3319ad0ae34210f1c6624038fb799fd8d22d57a9f4d1eb0c4205b38152	True	True	0.9816696085537457	0.47000000000000003	1
60	seq_c87c4ae102686ad2b7cd003c0e7ab54989b0d1dca231bd1c3afa900e387320f5	HCNEW0061	haloclass_newtest1402	0	c87c4ae102686ad2b7cd003c0e7ab54989b0d1dca231bd1c3afa900e387320f5	True	True	0.8119790899232121	0.47000000000000003	1
61	seq_b2b57b936c7718c3f3f594f7822541bb3af0b059974cb9e22272a9301eb4b987	HCNEW0062	haloclass_newtest1402	1	b2b57b936c7718c3f3f594f7822541bb3af0b059974cb9e22272a9301eb4b987	True	True	0.31568050407347825	0.47000000000000003	0
62	seq_70a9149cb8046caac56cabf1b6ef85f7e711f297c0910a305e6f149108a845a3	HCNEW0063	haloclass_newtest1402	1	70a9149cb8046caac56cabf1b6ef85f7e711f297c0910a305e6f149108a845a3	True	True	0.18242090620258072	0.47000000000000003	0
63	seq_0e7b842025503c2d5d35e797bfac2035cd0c179ca833cce5c6987c791c58223b	HCNEW0064	haloclass_newtest1402	0	0e7b842025503c2d5d35e797bfac2035cd0c179ca833cce5c6987c791c58223b	True	True	0.6121931233088512	0.47000000000000003	1
64	seq_e72deba68c769dd385be8edb1feba3b457dec591915aa04889fb248143975504	HCNEW0065	haloclass_newtest1402	1	e72deba68c769dd385be8edb1feba3b457dec591915aa04889fb248143975504	True	True	0.9966609597937637	0.47000000000000003	1
65	seq_65a874a67e3002511ac61ef0c20f9384f8d4a6cbe5676f3c283554842d2eb1cc	HCNEW0066	haloclass_newtest1402	0	65a874a67e3002511ac61ef0c20f9384f8d4a6cbe5676f3c283554842d2eb1cc	True	True	0.044955815344690835	0.47000000000000003	0
66	seq_58e10ad26e6331ab9aa9d537f2b0d8f0de196253b2328ab710389f3ab97e0042	HCNEW0067	haloclass_newtest1402	0	58e10ad26e6331ab9aa9d537f2b0d8f0de196253b2328ab710389f3ab97e0042	True	True	0.4265399535872093	0.47000000000000003	0
67	seq_132f49b333c0e29fb907423d3a85f8aa56b192f221812f79c2bb3ae626c76c69	HCNEW0068	haloclass_newtest1402	0	132f49b333c0e29fb907423d3a85f8aa56b192f221812f79c2bb3ae626c76c69	True	True	0.2095241878488705	0.47000000000000003	0
68	seq_ea3aeb23fea2252d4ad9c7d3b565435918a468dcd73c3545db458ba6b760065a	HCNEW0069	haloclass_newtest1402	0	ea3aeb23fea2252d4ad9c7d3b565435918a468dcd73c3545db458ba6b760065a	True	True	0.41815198533401016	0.47000000000000003	0
69	seq_2723bd99899801f4949196e264cafe918dce7507f434570ce99aeb3881b40e38	HCNEW0070	haloclass_newtest1402	1	2723bd99899801f4949196e264cafe918dce7507f434570ce99aeb3881b40e38	True	True	0.99956365039176	0.47000000000000003	1
70	seq_e7bb164052452ed1197a2fe4cd215237c2b3b5ed4f0e6fe8328bc266489f4779	HCNEW0071	haloclass_newtest1402	0	e7bb164052452ed1197a2fe4cd215237c2b3b5ed4f0e6fe8328bc266489f4779	True	True	0.7423314574843842	0.47000000000000003	1
71	seq_fbd3b9ca19d5ee1554a03586adb224d96e8871343f9642d72a0878b4c8c22caf	HCNEW0072	haloclass_newtest1402	0	fbd3b9ca19d5ee1554a03586adb224d96e8871343f9642d72a0878b4c8c22caf	True	True	0.8696031380474518	0.47000000000000003	1
72	seq_8ffaa49c9821866a29dcced92eeb5593893e43df1c66b763fab2dbc3f1c5dfa4	HCNEW0073	haloclass_newtest1402	0	8ffaa49c9821866a29dcced92eeb5593893e43df1c66b763fab2dbc3f1c5dfa4	True	True	0.016142416760538403	0.47000000000000003	0
73	seq_07a92ce2a56493de350d83e3afdd254f23e9cd35d2b59f7507f204c92b9c236e	HCNEW0074	haloclass_newtest1402	0	07a92ce2a56493de350d83e3afdd254f23e9cd35d2b59f7507f204c92b9c236e	True	True	0.9483991472272048	0.47000000000000003	1
74	seq_d9b292816742878be297b5a05190930c8faf8348e7dcd8c5e41ea749ff21fdc8	HCNEW0075	haloclass_newtest1402	0	d9b292816742878be297b5a05190930c8faf8348e7dcd8c5e41ea749ff21fdc8	True	True	0.01668634815448754	0.47000000000000003	0
75	seq_db34c503a5389f056114f94dcd2d54df0aad19314b92aafff17eb14b00addf50	HCNEW0076	haloclass_newtest1402	1	db34c503a5389f056114f94dcd2d54df0aad19314b92aafff17eb14b00addf50	True	True	0.9973899066320892	0.47000000000000003	1
76	seq_f33e2d7aee439a357fe49b954c9327068dc5e017a82c1dd9ad3659ea9070edc7	HCNEW0077	haloclass_newtest1402	1	f33e2d7aee439a357fe49b954c9327068dc5e017a82c1dd9ad3659ea9070edc7	True	True	0.9989568825251025	0.47000000000000003	1
77	seq_b25b7c87484372aa0d9b6ba22cd70f6af23867f941c7a7e2f4e388a33eab7baf	HCNEW0078	haloclass_newtest1402	1	b25b7c87484372aa0d9b6ba22cd70f6af23867f941c7a7e2f4e388a33eab7baf	True	True	0.9999465994716336	0.47000000000000003	1
78	seq_ab0be18aca4e297f95c996ff20e4415aa31ab3ee2a4c5b52f7909d021263179a	HCNEW0079	haloclass_newtest1402	1	ab0be18aca4e297f95c996ff20e4415aa31ab3ee2a4c5b52f7909d021263179a	True	True	0.9920151604706542	0.47000000000000003	1
79	seq_97cddf2f45e6b3b680bdb1b35411f33f7953f0566494bd6e86221a972dece188	HCNEW0080	haloclass_newtest1402	0	97cddf2f45e6b3b680bdb1b35411f33f7953f0566494bd6e86221a972dece188	True	False	0.40429885228729284	0.47000000000000003	0
80	seq_7bea1b38987901f3a1f62572dac9cd9a9edd1e11b0b39ced9a71a5b31dbaac1e	HCNEW0081	haloclass_newtest1402	1	7bea1b38987901f3a1f62572dac9cd9a9edd1e11b0b39ced9a71a5b31dbaac1e	False	False	0.9975623949811993	0.47000000000000003	1
81	seq_ead01eab24ace6fe2f25e143d04940b9fc16b3a0b15ed81e3dabf1ce2f2aec66	HCNEW0082	haloclass_newtest1402	0	ead01eab24ace6fe2f25e143d04940b9fc16b3a0b15ed81e3dabf1ce2f2aec66	True	True	0.5234149538580781	0.47000000000000003	1
82	seq_54a018f221c9036f8e8ed86a319540fee605b5359f5e1992a4e65011eb996686	HCNEW0083	haloclass_newtest1402	0	54a018f221c9036f8e8ed86a319540fee605b5359f5e1992a4e65011eb996686	True	True	0.13880516161129078	0.47000000000000003	0
83	seq_abb02d1c4bcc1363ffee63ae14a5c034621035e90f034e3b712e97d9c2c626bb	HCNEW0084	haloclass_newtest1402	1	abb02d1c4bcc1363ffee63ae14a5c034621035e90f034e3b712e97d9c2c626bb	True	True	0.9994389858523796	0.47000000000000003	1
84	seq_347d4850dfa9ed0ec07414a44e7644dd30c9208035a01f00b47bfe7dfb46e75c	HCNEW0085	haloclass_newtest1402	1	347d4850dfa9ed0ec07414a44e7644dd30c9208035a01f00b47bfe7dfb46e75c	False	False	0.9995347173043769	0.47000000000000003	1
85	seq_80421c318576d72853d4ee5a7ed51b20c068c3801e593fe0578e781e585b88ea	HCNEW0086	haloclass_newtest1402	1	80421c318576d72853d4ee5a7ed51b20c068c3801e593fe0578e781e585b88ea	True	True	0.9909108945596147	0.47000000000000003	1
86	seq_0e7794ef4a23df09bc24c024e6fa614e8b07ee6fe42c3bf5d8a82b984d39e70f	HCNEW0087	haloclass_newtest1402	1	0e7794ef4a23df09bc24c024e6fa614e8b07ee6fe42c3bf5d8a82b984d39e70f	True	True	0.24308243226980966	0.47000000000000003	0
87	seq_614cb515aa529d0a715386c6c3d6b849ab327b836a2c9166f5f2a8d02c249898	HCNEW0088	haloclass_newtest1402	0	614cb515aa529d0a715386c6c3d6b849ab327b836a2c9166f5f2a8d02c249898	True	True	0.4116130952887213	0.47000000000000003	0
88	seq_bb41a52995f03ef834066783ad25fe1bb8440320b9e0e8737fcda5e01d90aab6	HCNEW0089	haloclass_newtest1402	1	bb41a52995f03ef834066783ad25fe1bb8440320b9e0e8737fcda5e01d90aab6	True	True	0.9993309484288099	0.47000000000000003	1
89	seq_0121c6e5b257a7e0c6e5c3f7e0e45eb28963072a7eabe813976fa57b28eff711	HCNEW0090	haloclass_newtest1402	0	0121c6e5b257a7e0c6e5c3f7e0e45eb28963072a7eabe813976fa57b28eff711	True	True	0.05277705131338089	0.47000000000000003	0
90	seq_087d5efd149bd0bd6c89d3eb406f4e3d0c376d3374901eda3c8bfb19533a0339	HCNEW0091	haloclass_newtest1402	0	087d5efd149bd0bd6c89d3eb406f4e3d0c376d3374901eda3c8bfb19533a0339	True	True	0.3221757969180072	0.47000000000000003	0
91	seq_cb85aa8665733e526a49babda2d18bbec87bcd91329bbf1b769943b3480cf924	HCNEW0092	haloclass_newtest1402	0	cb85aa8665733e526a49babda2d18bbec87bcd91329bbf1b769943b3480cf924	True	True	0.9998653055909186	0.47000000000000003	1
92	seq_7b36aaf6fa05d3fd94ae612ef3f29ab661db8c0e455a2d908dbca1b6411ffaa6	HCNEW0093	haloclass_newtest1402	0	7b36aaf6fa05d3fd94ae612ef3f29ab661db8c0e455a2d908dbca1b6411ffaa6	True	True	0.2483729662150532	0.47000000000000003	0
93	seq_014d9d1f4809b0c062f77bbf93d57f081406c1ff72a20e309dfc554411b04540	HCNEW0094	haloclass_newtest1402	0	014d9d1f4809b0c062f77bbf93d57f081406c1ff72a20e309dfc554411b04540	True	True	0.6494653074467672	0.47000000000000003	1
94	seq_e86e931e4f8f8eebf8c6fe393f5ab4e55a8dab7d6c8d71dc21d5dd04a61f46f2	HCNEW0095	haloclass_newtest1402	0	e86e931e4f8f8eebf8c6fe393f5ab4e55a8dab7d6c8d71dc21d5dd04a61f46f2	True	True	0.9943015360165299	0.47000000000000003	1
95	seq_89506882efea6026a70621bc0ec5df4fcede8fedb5ef7001ff0b4e85dd98c4b3	HCNEW0096	haloclass_newtest1402	0	89506882efea6026a70621bc0ec5df4fcede8fedb5ef7001ff0b4e85dd98c4b3	True	True	0.001884162579213996	0.47000000000000003	0
96	seq_cfaba296e8a402eee2f7373857bc4877eec43150a97b982bcc2467e8d3557d0c	HCNEW0097	haloclass_newtest1402	0	cfaba296e8a402eee2f7373857bc4877eec43150a97b982bcc2467e8d3557d0c	True	True	0.33371889972900354	0.47000000000000003	0
97	seq_740265a4969e39a22fac7b26d96e22b1ef119bc00ac881d1fc96fd1d465d52ee	HCNEW0098	haloclass_newtest1402	0	740265a4969e39a22fac7b26d96e22b1ef119bc00ac881d1fc96fd1d465d52ee	True	True	0.04077420384786532	0.47000000000000003	0
98	seq_849eec0f6cea953cfb9d9a0388b564dc86ce8fc5ce955f37c8c560864264e8c6	HCNEW0099	haloclass_newtest1402	0	849eec0f6cea953cfb9d9a0388b564dc86ce8fc5ce955f37c8c560864264e8c6	True	True	0.8132029262535984	0.47000000000000003	1
99	seq_04003f15b12aaf76fd4b35613177c90ae853a4fbbe1ee11d4bd62a81087a1e6e	HCNEW0100	haloclass_newtest1402	1	04003f15b12aaf76fd4b35613177c90ae853a4fbbe1ee11d4bd62a81087a1e6e	True	True	0.21129211756691296	0.47000000000000003	0
100	seq_9d242a28d13abf2655b7800c8e0d49fb64cafd5b9d675b0f1a0a180a59eace0d	HCNEW0101	haloclass_newtest1402	0	9d242a28d13abf2655b7800c8e0d49fb64cafd5b9d675b0f1a0a180a59eace0d	True	True	0.7544598170076363	0.47000000000000003	1
